scraped_at,quota,issued,available,ttd_reporting_datetime_raw,ttd_reporting_date,ttd_reporting_weekday,ttd_reporting_time
2026-09-08T08:12:08+05:30,200,59,141,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:14:08+05:30,200,60,140,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:16:08+05:30,200,69,131,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:18:09+05:30,200,71,129,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:20:09+05:30,200,74,126,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:22:10+05:30,200,80,120,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:24:10+05:30,200,85,115,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:26:11+05:30,200,86,114,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:28:11+05:30,200,86,114,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:30:11+05:30,200,86,114,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:32:12+05:30,200,87,113,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:34:12+05:30,200,89,111,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:36:13+05:30,200,100,100,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:38:13+05:30,200,101,99,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:40:13+05:30,200,104,96,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:42:14+05:30,200,104,96,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:44:14+05:30,200,111,89,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:46:14+05:30,200,113,87,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:48:15+05:30,200,117,83,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:50:15+05:30,200,122,78,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:52:16+05:30,200,126,74,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:54:16+05:30,200,130,70,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:56:16+05:30,200,131,69,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T08:58:17+05:30,200,138,62,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:00:17+05:30,200,138,62,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:02:18+05:30,200,138,62,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:04:18+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:06:18+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:13:36+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:15:36+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:17:37+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:19:37+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:21:38+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:23:38+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:25:38+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:27:39+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:29:39+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:31:40+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:33:40+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:35:40+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:37:41+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:39:41+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:41:41+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:43:42+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:47:34+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T09:49:35+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T10:57:49+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T10:59:50+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:01:50+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:03:51+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:25:34+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:30:02+05:30,200,140,60,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:37:42+05:30,200,144,56,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:39:42+05:30,200,144,56,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:41:44+05:30,200,148,52,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:44:00+05:30,200,148,52,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:46:00+05:30,200,152,48,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:48:00+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:50:01+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:52:01+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:54:01+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:56:02+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T11:58:02+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:00:03+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:02:03+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:04:04+05:30,200,156,44,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:06:04+05:30,200,159,41,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:08:05+05:30,200,159,41,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:10:05+05:30,200,161,39,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:12:05+05:30,200,161,39,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:14:06+05:30,200,161,39,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T12:16:06+05:30,200,161,39,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T13:58:10+05:30,200,161,39,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T14:10:38+05:30,200,174,26,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T14:12:22+05:30,200,174,26,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T14:15:09+05:30,200,180,20,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T14:17:09+05:30,200,180,20,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T14:19:12+05:30,200,180,20,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T14:21:12+05:30,200,180,20,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T14:23:12+05:30,200,180,20,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
2026-09-08T14:25:13+05:30,200,180,20,Reporting Date & Time :08-09-2026(TUESDAY) :: 04:00 PM,08-09-2026,TUESDAY,04:00 PM
